program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
AP201301066,"1/28/13 0:00","Remove Permit",Valspar,"1136 FAYETTE ST","North Kansas City",Clay,"AP:  Amendment Approved","AOP: Basic Operating Permit Amendment","9/18/13 0:00",OP,233,,,AP0000470140,39.129364,-94.575079,1,range_interpolation,1136,"Fayette St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6133,6,290470221006133,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302011,"1/31/13 0:00","Storage and tank room ventilation","U. S. Gypsum Co","1115 Armour Rd","North Kansas City",Clay,"AP:  No Permit Required","AP: Applicability Determination Request","12/5/13 0:00",,308,,,AP0000470007,39.143504,-94.567804,1,range_interpolation,1115,"Armour Rd",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6031,6,290470221006031,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302019,"2/5/13 0:00","Chlorine Chemicals","HCV  Chlor, LLC","8400 Hawthorne Rd","Kansas City",Jackson,"AP:  No Permit Required","AP: Sec 5 & 6: Deminimis and Minor","6/27/13 0:00",,142,,,AP0000950334,39.12172,-94.478888,1,rooftop,8400,"Hawthorne Rd",,,"Kansas City",MO,"Jackson County",64120,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,2003,2,290950155002003,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302022,"2/6/13 0:00","Crusher, bin and belts","Ideker Inc - Mosby North","US 69 & Cameron Rd",Mosby,Clay,"AP:  Permit Required","AP: IR Applicability Determination Request","6/7/13 0:00",062011-006,121,,,AP0000470193,39.314899,-94.293888,1,place,,,,,Mosby,MO,"Clay County",64073,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Mosby,2950168,021602,1041,1,290470216021041,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302026,"2/8/13 0:00",Quarry,"Hunt Martin Materials","7600 W MO Hwy 9",Parkville,Platte,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","7/15/13 0:00",OP,157,"8/10/18 0:00",,APC001650010,39.233107,-94.659412,0.89,nearest_rooftop_match,7610,"NW M 9 Hwy",,,"Kansas City",MO,"Platte County",64152,US,"City of Kansas City",2021,29,29165,"Kansas City",2938000,030214,1040,1,291650302141040,29165030214,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302033,"2/11/13 0:00","Modify for RAP","Ideker - Mosby","12528 6th St",Mosby,Clay,"AP:  No Permit Required","AP: IR Corrections & Amendments","4/12/13 0:00",,60,,,AP0000470182,39.322352,-94.291145,0.9,range_interpolation,12528,"6th St",,,Mosby,MO,"Clay County",64024,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Mosby,2950168,021602,1015,1,290470216021015,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302032,"2/13/13 0:00","Sheet materials","Nitto Denko Automotive Missouri","8485 Prospect","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","9/18/13 0:00",OP,217,"3/2/18 0:00",,AP0000952029,38.973621,-94.55707,1,rooftop,8485,"Prospect Ave",,,"Kansas City",MO,"Jackson County",64132,US,Jackson,2021,29,29095,"Kansas City",2938000,009600,2026,2,290950096002026,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302036,"2/13/13 0:00","Mortuary Incinerator","Central States Mortuary Inc","4437R NW GATEWAY AVE",Riverside,Platte,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","10/11/13 0:00",OP,240,"2/28/15 0:00",,AP0001650029,39.176052,-94.612643,1,rooftop,4437,"NW Gateway Ave",,,Riverside,MO,"Platte County",64150,US,"Platte County",2021,29,29165,Riverside,2962156,030002,1002,1,291650300021002,29165030002,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302044,"2/13/13 0:00","Paint Booth","Propak Corporation","1501 North Southern Rd","Kansas City",Jackson,"AP:  Closed out, per policy","AP: Applicability Determination Request","6/20/13 0:00",,127,,,AP0201302044,39.133186,-94.517,1,rooftop,1501,"N Southern Rd",,,"Kansas City",MO,"Jackson County",64120,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,015500,1142,1,290950155001142,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302048,"2/15/13 0:00","Track Crusher","Reclaimed Material Yard-Pavestone Site","601 NE Pavestone Dr","Lee's Summit",Jackson,"AP:  Section 5 Permit Issued","AP: IR Sec 5 & 6: Deminimis and Minor","7/24/13 0:00",072013-015,159,,#http://www.dnr.mo.gov/env/apcp/permits/docs/recmatyard-port-0693-2013cp.pdf#,AP0000950337,38.954038,-94.366002,0.9,rooftop,601,"NE Pavestone Dr",,,"Lees Summit",MO,"Jackson County",64064,US,Jackson,2021,29,29095,"Lee's Summit",2941348,014205,1020,1,290950142051020,29095014205,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302055,"2/20/13 0:00","Cultured Marble","Complete Home Concepts, Inc.","4890 Belgium Parkway",Riverside,Platte,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","4/23/14 0:00",OP,427,"4/21/18 0:00",,AP0001650037,39.177602,-94.632084,0.5,place,,,,,Riverside,MO,"Platte County",64150,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29165,Riverside,2962156,030101,2027,2,291650301012027,29165030101,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302042,"2/22/13 0:00","Concrete Crushing","Riverside Compositing-Sugar Creek","Owens School Rd",Independence,Jackson,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate to New Site","3/8/13 0:00",092006-001,14,"2/21/15 0:00",,AP0000950335,39.062236,-94.256676,0.9,street_center,,"S Owens School Rd",,,Independence,MO,"Jackson County",64057,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,,,014904,1000,1,290950149041000,29095014904,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201302059,"2/22/13 0:00","Animal Incinerator","Gladstone Animal Shelter","4040 NE 76 St",Gladstone,Clay,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","10/22/13 0:00",OP,242,"4/21/18 0:00",,AP0000470112,39.231536,-94.55912,0.7,street_center,,"NE 76th St",,,"Kansas City",MO,"Clay County",64118,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Gladstone,2927190,021103,1004,1,290470211031004,29047021103,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201303054,"3/15/13 0:00",Crematory,"Stonegate Crematorium","1505 Brookhart Drive",Harrisonville,Cass,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","7/10/13 0:00",OP,117,"1/23/19 0:00",,AP0000370062,38.62439,-94.352763,0.6,street_center,,"S Brookhart Dr",,,Harrisonville,MO,"Cass County",64701,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060800,1046,1,290370608001046,29037060800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201303073,"3/19/13 0:00","Mouth Water-proofing compound","Lake City Army Ammunition Plant","MO Hwy 78",Independence,Jackson,"AP:  Section 5 Permit Issued","AP: Corrections & Amendments","6/13/13 0:00",062013-007,86,,#http://www.dnr.mo.gov/env/apcp/permits/docs/allianttech-lakecity2013cp2.pdf#,AP0000950046,39.107798,-94.409828,0.5,place,,,,,Independence,MO,"Jackson County",64050,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,Independence,2935000,011300,1011,1,290950113001011,29095011300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304002,"3/28/13 0:00","Animal Cremation","Aspen Pet Cremations, LLC","3424 NW Duncan","Blue Springs",Jackson,"AP:  Permit Issued","AP: Permit-by-Rule","4/18/13 0:00",0420013-005,21,,#http://www.dnr.mo.gov/env/apcp/permits/docs/aspenpet-bsprngs2013cp.pdf#,AP0000950336,39.037101,-94.304174,1,rooftop,3424,"NW Duncan Rd",,,"Blue Springs",MO,"Jackson County",64015,US,Jackson,2021,29,29095,"Blue Springs",2906652,014806,2010,2,290950148062010,29095014806,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304008,"3/29/13 0:00","Grain Elevator","Hansen Mueller KC Terminal Elevator","1031 N TOPPING AVE","Kansas City",Jackson,"AP:  Operating Permit Issued","AOP: Part 70 Operating Permit","7/18/14 0:00",OP2014-007,476,"7/17/19 0:00",#http://www.dnr.mo.gov/env/apcp/permits/docs/han-muell-kc2014op.pdf#,AP0000950026,39.125206,-94.513198,1,range_interpolation,1031,"N Topping Ave",,,"Kansas City",MO,"Jackson County",64120,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,015500,1062,1,290950155001062,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304028,"4/5/13 0:00",Crematorium,"Platte Creek Cemetery","122270 Farmers Lane","Platte City",Platte,"AP:  Permit Issued","AP: Permit-by-Rule","4/18/13 0:00",042013-006,13,,#http://www.dnr.mo.gov/env/apcp/permits/docs/plattecreekcem-pcity2013cp.pdf#,AP0001650040,39.376209,-94.707824,0.7,street_center,,"Farmers Ln",,,"Platte City",MO,"Platte County",64079,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29165,,,030602,5000,5,291650306025000,29165030602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304035,"4/8/13 0:00","Pallet Heat Treatment","Propak Corporation","1501 North Southern Rd","Kansas City",Jackson,"AP:  Closed Out Inappropriate Request","AP: Applicability Determination Request","12/23/13 0:00",,259,,,AP0201302044,39.133186,-94.517,1,rooftop,1501,"N Southern Rd",,,"Kansas City",MO,"Jackson County",64120,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,015500,1142,1,290950155001142,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304110,"4/8/13 0:00","Change of responsible official","Kansas City Aggregates - Courtney Ridge Quarry","15100 E Courtney Atherton Rd","Sugar Creek",Jackson,"AP:  Closed out, per policy","AOP: Part 70 Operating Permit Admin. Amendment","1/25/17 0:00",OP,1388,,,APA000950321,39.151415,-94.396057,0.9,range_interpolation,15100,"E Courtney Atherton Rd",,,"Sugar Creek",MO,"Jackson County",64058,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Sugar Creek",2971368,015100,1079,1,290950151001079,29095015100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304036,"4/10/13 0:00","Rock Crushing","Ideker Inc - Mosby North","US 69 & Cameron Rd",Mosby,Clay,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate Approved Site","4/12/13 0:00",082010-009,2,"4/18/15 0:00",,AP0000470193,39.314899,-94.293888,1,place,,,,,Mosby,MO,"Clay County",64073,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Mosby,2950168,021602,1041,1,290470216021041,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304044,"4/11/13 0:00","Hot Mix Asphalt","Bowen Construction Plant #1","2501 Manchester","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","6/28/13 0:00",OP,78,"9/5/17 0:00",,AP0000950176,39.078754,-94.49222,1,rooftop,2501,"Manchester Trfy",,,"Kansas City",MO,"Jackson County",64129,US,Jackson,2021,29,29095,"Kansas City",2938000,016300,1001,1,290950163001001,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304046,"4/12/13 0:00",Incinerator,"Gibson Funeral Homes","6113 Blue Ridge Blvd",Raytown,Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","7/10/13 0:00",OP,89,"1/23/18 0:00",,AP0000950291,39.011222,-94.461212,1,rooftop,6113,"Blue Ridge Blvd",,,Raytown,MO,"Jackson County",64133,US,Jackson,2021,29,29095,Raytown,2960788,012502,3011,3,290950125023011,29095012502,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304052,"4/15/13 0:00","Aircraft Parts Refurbishment","PAS Technologies Inc.","1234 Atlantic St","Kansas City",Clay,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","6/28/13 0:00",OP,74,"4/15/18 0:00",,AP0000470099,39.13121,-94.582353,1,range_interpolation,1234,"Atlantic St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6175,6,290470221006175,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304072,"4/19/13 0:00","Seat Assemblies","Excelsior Springs Seating Systems","301 S. McCleary Rd","Excelsior Springs",Clay,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","4/23/14 0:00",OP,369,"4/18/19 0:00",,AP0000470191,39.332786,-94.263234,1,range_interpolation,301,"S McCleary Rd",,,"Excelsior Springs",MO,"Clay County",64024,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"Excelsior Springs",2923086,021701,3037,3,290470217013037,29047021701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304075,"4/22/13 0:00","Add crushing and screening","Clay County Materials LLC","6327 Raines Rd",Liberty,Clay,"AP:  Section 5 Permit Issued","AP: IR Sec 5 & 6: Deminimis and Minor","8/7/13 0:00",082013-002,107,,#http://www.dnr.mo.gov/env/apcp/permits/docs/claycountymat-liberty-2013cp.pdf#,AP0000470184,39.207171,-94.361004,1,range_interpolation,6327,"Raines Rd",,,Liberty,MO,"Clay County",64068,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,,,021602,2162,2,290470216022162,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304076,"4/22/13 0:00",Printing/Publishing,"Nazarene Publishing House","2940 Troost Avenue","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","10/21/13 0:00",OP,182,"12/6/17 0:00",,APA000952005,39.073243,-94.571843,1,rooftop,2940,"Troost Ave",,,"Kansas City",MO,"Jackson County",64109,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,004300,2014,2,290950043002014,29095004300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304089,"4/23/13 0:00","New Raw Material","Audubon Materials Inc - Sugar Creek","2200 N COURTNEY ROAD","Sugar Creek",Jackson,"AP:  Closed Out, Inactive","AP: Sec 5 & 6: Deminimis and Minor","5/22/15 0:00",,759,,,AP0000950030,39.144223,-94.395112,0.9,rooftop,2200,"N Courtney Rd",,,"Sugar Creek",MO,"Jackson County",64050,US,Jackson,2021,29,29095,"Sugar Creek",2971368,015100,1091,1,290950151001091,29095015100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304085,"4/24/13 0:00","Add co-located crusher to site","Pavestone LLC","601 NE PAVESTONE DR","Lee's Summit",Jackson,"AP:  Amendment Approved","AP: IR Corrections & Amendments","7/2/13 0:00",,69,,,AP0000950280,38.954038,-94.366002,0.9,rooftop,601,"NE Pavestone Dr",,,"Lees Summit",MO,"Jackson County",64064,US,Jackson,2021,29,29095,"Lee's Summit",2941348,014205,1020,1,290950142051020,29095014205,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304097,"4/26/13 0:00","Cars and Light Duty Trucks","Ford Motor Company - Kansas City Plant","8121 E US Hwy 69","Kansas City",Clay,"AP:  Operating Permit Issued","AOP: Part 70 Operating Permit Renewal","4/6/15 0:00",OP2014-035,710,"4/6/20 0:00",#http://dnr.mo.gov/env/apcp/permits/docs/ford-kc2015op.pdf#,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,"E 69th St",,,"Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,017500,1029,1,290950175001029,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201304099,"4/26/13 0:00","CNG Bus Refueling","Lee's Summit School Transportation","502 SE Transport Dr","Lee's Summit",Jackson,"AP:  Permit Required","AP: Applicability Determination Request","4/9/14 0:00",,348,,,AP0201304099,38.894798,-94.360843,0.9,rooftop,502,"SE Transport Dr",,,"Lees Summit",MO,"Jackson County",64081,US,Jackson,2021,29,29095,"Lee's Summit",2941348,013804,1010,1,290950138041010,29095013804,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201305051,"5/3/13 0:00","PTE Redetermination","Research Medical Center - Brookside","6601 ROCKHILL RD","Kansas City",Jackson,"AP:  No Permit Required","AOP: Applicability Determination Requests","3/26/14 0:00",OP,327,,,AP0000952087,39.007721,-94.575888,1,rooftop,6601,"Rockhill Rd",,,"Kansas City",MO,"Jackson County",64131,US,Jackson,2021,29,29095,"Kansas City",2938000,008600,1008,1,290950086001008,29095008600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201305057,"5/6/13 0:00","Body Shop","Ford Motor Company - Kansas City Plant","8121 E US Hwy 69","Kansas City",Clay,"AP:  Amendment Approved","AP: Corrections & Amendments","8/21/13 0:00",042008-001,107,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,"E 69th St",,,"Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,017500,1029,1,290950175001029,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201305032,"5/16/13 0:00",Chemicals,"Brenntag Mid-South Inc","6301 NE Birmingham Rd","Kansas City",Clay,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","9/6/13 0:00",OP,113,"12/29/17 0:00",,AP0000470046,39.154341,-94.505921,1,range_interpolation,6301,"NE Birmingham Rd",,,"Kansas City",MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"Kansas City",2938000,020602,4019,4,290470206024019,29047020602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201305034,"5/17/13 0:00","Incinerate Contraband","Excelsior Springs Animal Control","1298 S Marietta","Excelsior Springs",Clay,"AP:  Amendment Approved","AP: Corrections & Amendments","7/8/13 0:00",052011-001A,52,,,AP0000470186,39.324354,-94.223492,1,range_interpolation,1298,"S Marietta St",,,"Excelsior Springs",MO,"Clay County",64024,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"Excelsior Springs",2923086,021704,3018,3,290470217043018,29047021704,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201305043,"5/17/13 0:00","Animal Cremation","Liberty Animal Control","1501 E Old MO Hwy 210",Liberty,Clay,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","6/7/13 0:00",OP,21,"10/31/18 0:00",,AP0000470142,39.201499,-94.388583,1,range_interpolation,1501,"Old Hwy 210",,,Liberty,MO,"Clay County",64068,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Liberty,2942032,021602,2129,2,290470216022129,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201305064,"5/28/13 0:00","Grinding Products","Moly-Cop USA, LLC","8116 Wilson Rd","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","7/15/13 0:00",OP,48,"12/2/18 0:00",,AP0000952230,39.110333,-94.4907,1,rooftop,8116,"Wilson Rd",,,"Kansas City",MO,"Jackson County",64125,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,015500,1119,1,290950155001119,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
